[BUSQUEDA RUTAS] 2246 tareas de busqueda paralela completadas [2291ms]
[BUSQUEDA RUTAS] 712 tareas de busqueda paralela completadas [48ms]
  [DIAG-ALNS] PAQUETES INCOMPLETOS: 6712
    [SIN RUTAS CANDIDATAS] 6712 paquetes (rutas fuera de deadline o ventana):
      EBCI-000008482 | EBCI→LOWW | cant=1 | creado=2026-06-21T18:06 | deadline=2026-06-22T18:06

      SEQM-000007365 | SEQM→EKCH | cant=1 | creado=2026-06-19T23:23 | deadline=2026-06-21T23:23

      SEQM-000007366 | SEQM→OERK | cant=1 | creado=2026-06-19T23:38 | deadline=2026-06-21T23:38

      SEQM-000007367 | SEQM→OOMS | cant=1 | creado=2026-06-19T23:44 | deadline=2026-06-21T23:44

      SEQM-000007368 | SEQM→EBCI | cant=1 | creado=2026-06-19T23:59 | deadline=2026-06-21T23:59

      SEQM-000007369 | SEQM→LDZA | cant=1 | creado=2026-06-20T00:08 | deadline=2026-06-22T00:08

      SEQM-000007370 | SEQM→SGAS | cant=1 | creado=2026-06-20T00:14 | deadline=2026-06-21T00:14

      SEQM-000007371 | SEQM→EHAM | cant=1 | creado=2026-06-20T00:21 | deadline=2026-06-22T00:21

      SEQM-000007372 | SEQM→LATI | cant=1 | creado=2026-06-20T00:38 | deadline=2026-06-22T00:38

      SEQM-000007373 | SEQM→EKCH | cant=1 | creado=2026-06-20T00:46 | deadline=2026-06-22T00:46

      SEQM-000007374 | SEQM→UBBB | cant=1 | creado=2026-06-20T00:55 | deadline=2026-06-22T00:55

      SEQM-000007375 | SEQM→LOWW | cant=1 | creado=2026-06-20T01:02 | deadline=2026-06-22T01:02

      SEQM-000007376 | SEQM→SKBO | cant=1 | creado=2026-06-20T01:13 | deadline=2026-06-21T01:13

      SEQM-000007377 | SEQM→EDDI | cant=1 | creado=2026-06-20T01:24 | deadline=2026-06-22T01:24

      SEQM-000007378 | SEQM→SUAA | cant=1 | creado=2026-06-20T01:33 | deadline=2026-06-21T01:33

      SEQM-000007379 | SEQM→EHAM | cant=1 | creado=2026-06-20T01:43 | deadline=2026-06-22T01:43

      SEQM-000007380 | SEQM→EHAM | cant=1 | creado=2026-06-20T01:56 | deadline=2026-06-22T01:56

      SEQM-000007381 | SEQM→LKPR | cant=1 | creado=2026-06-20T02:01 | deadline=2026-06-22T02:01

      SEQM-000007382 | SEQM→OSDI | cant=1 | creado=2026-06-20T02:11 | deadline=2026-06-22T02:11

      SEQM-000007383 | SEQM→SABE | cant=7 | creado=2026-06-20T05:55 | deadline=2026-06-21T05:55

      SEQM-000007384 | SEQM→SABE | cant=7 | creado=2026-06-20T06:38 | deadline=2026-06-21T06:38

      SEQM-000007385 | SEQM→SLLP | cant=7 | creado=2026-06-20T07:20 | deadline=2026-06-21T07:20

      SEQM-000007386 | SEQM→EDDI | cant=7 | creado=2026-06-20T08:09 | deadline=2026-06-22T08:09

      SEQM-000007387 | SEQM→SABE | cant=7 | creado=2026-06-20T08:57 | deadline=2026-06-21T08:57

      SEQM-000007388 | SEQM→SGAS | cant=7 | creado=2026-06-20T09:39 | deadline=2026-06-21T09:39

      SEQM-000007389 | SEQM→LKPR | cant=7 | creado=2026-06-20T10:23 | deadline=2026-06-22T10:23

      SEQM-000007390 | SEQM→LDZA | cant=7 | creado=2026-06-20T11:08 | deadline=2026-06-22T11:08

      SEQM-000007391 | SEQM→SLLP | cant=6 | creado=2026-06-20T11:01 | deadline=2026-06-21T11:01

      SEQM-000007392 | SEQM→UBBB | cant=6 | creado=2026-06-20T12:42 | deadline=2026-06-22T12:42

      SEQM-000007393 | SEQM→LATI | cant=6 | creado=2026-06-20T13:29 | deadline=2026-06-22T13:29

      SEQM-000007394 | SEQM→SVMI | cant=6 | creado=2026-06-20T14:20 | deadline=2026-06-21T14:20

      SEQM-000007395 | SEQM→OJAI | cant=6 | creado=2026-06-20T14:07 | deadline=2026-06-22T14:07

      SEQM-000007396 | SEQM→OOMS | cant=6 | creado=2026-06-20T15:45 | deadline=2026-06-22T15:45

      SEQM-000007397 | SEQM→UMMS | cant=6 | creado=2026-06-20T16:35 | deadline=2026-06-22T16:35

      SEQM-000007398 | SEQM→SPIM | cant=6 | creado=2026-06-20T17:22 | deadline=2026-06-21T17:22

      SEQM-000007399 | SEQM→EHAM | cant=6 | creado=2026-06-20T18:11 | deadline=2026-06-22T18:11

      SEQM-000007400 | SEQM→OYSN | cant=6 | creado=2026-06-20T18:48 | deadline=2026-06-22T18:48

      SEQM-000007401 | SEQM→SGAS | cant=6 | creado=2026-06-20T19:42 | deadline=2026-06-21T19:42

      SEQM-000007402 | SEQM→EDDI | cant=6 | creado=2026-06-20T20:23 | deadline=2026-06-22T20:23

      SEQM-000007403 | SEQM→OMDB | cant=1 | creado=2026-06-20T21:13 | deadline=2026-06-22T21:13

      SEQM-000007404 | SEQM→SPIM | cant=3 | creado=2026-06-21T05:27 | deadline=2026-06-22T05:27

      SEQM-000007405 | SEQM→SBBR | cant=3 | creado=2026-06-21T05:50 | deadline=2026-06-22T05:50

      SEQM-000007406 | SEQM→SVMI | cant=3 | creado=2026-06-21T06:14 | deadline=2026-06-22T06:14

      SEQM-000007407 | SEQM→LKPR | cant=3 | creado=2026-06-21T06:34 | deadline=2026-06-23T06:34

      SEQM-000007408 | SEQM→SVMI | cant=3 | creado=2026-06-21T06:59 | deadline=2026-06-22T06:59

      SEQM-000007409 | SEQM→LOWW | cant=3 | creado=2026-06-21T07:26 | deadline=2026-06-23T07:26

      SEQM-000007410 | SEQM→SKBO | cant=3 | creado=2026-06-21T07:42 | deadline=2026-06-22T07:42

      SEQM-000007411 | SEQM→SVMI | cant=3 | creado=2026-06-21T08:05 | deadline=2026-06-22T08:05

      SEQM-000007412 | SEQM→SGAS | cant=3 | creado=2026-06-21T08:30 | deadline=2026-06-22T08:30

      SEQM-000007413 | SEQM→SABE | cant=3 | creado=2026-06-21T08:51 | deadline=2026-06-22T08:51

      SEQM-000007414 | SEQM→OSDI | cant=3 | creado=2026-06-21T09:14 | deadline=2026-06-23T09:14

      SEQM-000007415 | SEQM→OYSN | cant=3 | creado=2026-06-21T09:40 | deadline=2026-06-23T09:40

      SEQM-000007416 | SEQM→SPIM | cant=3 | creado=2026-06-21T09:06 | deadline=2026-06-22T09:06

      SEQM-000007417 | SEQM→EDDI | cant=3 | creado=2026-06-21T10:23 | deadline=2026-06-23T10:23

      SEQM-000007418 | SEQM→OPKC | cant=3 | creado=2026-06-21T10:46 | deadline=2026-06-23T10:46

      SEQM-000007419 | SEQM→SBBR | cant=3 | creado=2026-06-21T11:12 | deadline=2026-06-22T11:12

      SEQM-000007420 | SEQM→EHAM | cant=3 | creado=2026-06-21T11:35 | deadline=2026-06-23T11:35

      SEQM-000007421 | SEQM→OOMS | cant=3 | creado=2026-06-21T11:58 | deadline=2026-06-23T11:58

      SEQM-000007422 | SEQM→OPKC | cant=3 | creado=2026-06-21T12:21 | deadline=2026-06-23T12:21

      SEQM-000007423 | SEQM→OSDI | cant=3 | creado=2026-06-21T12:46 | deadline=2026-06-23T12:46

      SEQM-000007424 | SEQM→SPIM | cant=3 | creado=2026-06-21T13:08 | deadline=2026-06-22T13:08

      SEQM-000007425 | SEQM→VIDP | cant=3 | creado=2026-06-21T13:33 | deadline=2026-06-23T13:33

      SEQM-000007426 | SEQM→UMMS | cant=3 | creado=2026-06-21T13:53 | deadline=2026-06-23T13:53

      SEQM-000007427 | SEQM→OPKC | cant=3 | creado=2026-06-21T14:12 | deadline=2026-06-23T14:12

      SEQM-000007428 | SEQM→LBSF | cant=3 | creado=2026-06-21T14:41 | deadline=2026-06-23T14:41

      SEQM-000007429 | SEQM→LATI | cant=3 | creado=2026-06-21T14:59 | deadline=2026-06-23T14:59

      SEQM-000007430 | SEQM→SVMI | cant=3 | creado=2026-06-21T15:23 | deadline=2026-06-22T15:23

      SEQM-000007431 | SEQM→LDZA | cant=3 | creado=2026-06-21T15:48 | deadline=2026-06-23T15:48

      SEQM-000007432 | SEQM→EBCI | cant=3 | creado=2026-06-21T16:10 | deadline=2026-06-23T16:10

      SEQM-000007433 | SEQM→SABE | cant=3 | creado=2026-06-21T16:31 | deadline=2026-06-22T16:31

      SEQM-000007434 | SEQM→SCEL | cant=2 | creado=2026-06-21T16:53 | deadline=2026-06-22T16:53

      SEQM-000007435 | SEQM→SBBR | cant=2 | creado=2026-06-21T17:22 | deadline=2026-06-22T17:22

      SEQM-000007436 | SEQM→SABE | cant=2 | creado=2026-06-21T17:42 | deadline=2026-06-22T17:42

      SEQM-000007437 | SEQM→EKCH | cant=2 | creado=2026-06-21T18:04 | deadline=2026-06-23T18:04

      SEQM-000007438 | SEQM→VIDP | cant=2 | creado=2026-06-21T18:27 | deadline=2026-06-23T18:27

      SEQM-000007439 | SEQM→LDZA | cant=2 | creado=2026-06-21T18:53 | deadline=2026-06-23T18:53

      SEQM-000007440 | SEQM→OPKC | cant=2 | creado=2026-06-21T19:20 | deadline=2026-06-23T19:20

      SEQM-000007441 | SEQM→SVMI | cant=2 | creado=2026-06-21T19:40 | deadline=2026-06-22T19:40

      SEQM-000007442 | SEQM→EHAM | cant=2 | creado=2026-06-21T19:58 | deadline=2026-06-23T19:58

      SEQM-000007443 | SEQM→OJAI | cant=2 | creado=2026-06-21T20:29 | deadline=2026-06-23T20:29

      SEQM-000007444 | SEQM→OSDI | cant=2 | creado=2026-06-21T20:44 | deadline=2026-06-23T20:44

      SEQM-000007445 | SEQM→UMMS | cant=2 | creado=2026-06-21T21:07 | deadline=2026-06-23T21:07

      SEQM-000007446 | SEQM→SPIM | cant=2 | creado=2026-06-21T21:34 | deadline=2026-06-22T21:34

      SEQM-000007447 | SEQM→SKBO | cant=2 | creado=2026-06-21T21:00 | deadline=2026-06-22T21:00

      SEQM-000007448 | SEQM→SGAS | cant=2 | creado=2026-06-21T22:24 | deadline=2026-06-22T22:24

      SEQM-000007449 | SEQM→VIDP | cant=2 | creado=2026-06-21T22:38 | deadline=2026-06-23T22:38

      SEQM-000007450 | SEQM→LDZA | cant=2 | creado=2026-06-21T23:05 | deadline=2026-06-23T23:05

      SEQM-000007451 | SEQM→OYSN | cant=2 | creado=2026-06-21T23:26 | deadline=2026-06-23T23:26

      SEQM-000007452 | SEQM→VIDP | cant=2 | creado=2026-06-21T23:53 | deadline=2026-06-23T23:53

      SGAS-000008072 | SGAS→LOWW | cant=2 | creado=2026-06-19T04:16 | deadline=2026-06-21T04:16

      SGAS-000008073 | SGAS→SPIM | cant=2 | creado=2026-06-19T04:22 | deadline=2026-06-20T04:22

      SGAS-000008074 | SGAS→OERK | cant=2 | creado=2026-06-19T04:34 | deadline=2026-06-21T04:34

      SGAS-000008075 | SGAS→SKBO | cant=2 | creado=2026-06-19T04:42 | deadline=2026-06-20T04:42

      SGAS-000008076 | SGAS→OYSN | cant=2 | creado=2026-06-19T04:55 | deadline=2026-06-21T04:55

      SGAS-000008077 | SGAS→SLLP | cant=2 | creado=2026-06-19T05:09 | deadline=2026-06-20T05:09

      SGAS-000008078 | SGAS→OMDB | cant=2 | creado=2026-06-19T05:18 | deadline=2026-06-21T05:18

      SGAS-000008079 | SGAS→OAKB | cant=2 | creado=2026-06-19T05:27 | deadline=2026-06-21T05:27

      SGAS-000008080 | SGAS→EKCH | cant=2 | creado=2026-06-19T05:37 | deadline=2026-06-21T05:37

      SGAS-000008081 | SGAS→OERK | cant=2 | creado=2026-06-19T05:40 | deadline=2026-06-21T05:40

      SGAS-000008082 | SGAS→OOMS | cant=2 | creado=2026-06-19T05:53 | deadline=2026-06-21T05:53

      SGAS-000008083 | SGAS→UBBB | cant=2 | creado=2026-06-19T06:08 | deadline=2026-06-21T06:08

      SGAS-000008084 | SGAS→SBBR | cant=2 | creado=2026-06-19T06:16 | deadline=2026-06-20T06:16

      SGAS-000008085 | SGAS→LDZA | cant=2 | creado=2026-06-19T06:26 | deadline=2026-06-21T06:26

      SGAS-000008086 | SGAS→OPKC | cant=2 | creado=2026-06-19T06:33 | deadline=2026-06-21T06:33

      SGAS-000008087 | SGAS→SUAA | cant=2 | creado=2026-06-19T06:41 | deadline=2026-06-20T06:41

      SGAS-000008088 | SGAS→LDZA | cant=2 | creado=2026-06-19T06:55 | deadline=2026-06-21T06:55

      SGAS-000008089 | SGAS→LDZA | cant=2 | creado=2026-06-19T07:02 | deadline=2026-06-21T07:02

      SGAS-000008090 | SGAS→SBBR | cant=2 | creado=2026-06-19T07:11 | deadline=2026-06-20T07:11

      SGAS-000008091 | SGAS→UMMS | cant=2 | creado=2026-06-19T07:24 | deadline=2026-06-21T07:24

      SGAS-000008092 | SGAS→SVMI | cant=2 | creado=2026-06-19T07:33 | deadline=2026-06-20T07:33

      SGAS-000008093 | SGAS→OPKC | cant=2 | creado=2026-06-19T07:41 | deadline=2026-06-21T07:41

      SGAS-000008094 | SGAS→LDZA | cant=2 | creado=2026-06-19T07:52 | deadline=2026-06-21T07:52

      SGAS-000008095 | SGAS→EDDI | cant=2 | creado=2026-06-19T08:07 | deadline=2026-06-21T08:07

      SGAS-000008096 | SGAS→OMDB | cant=2 | creado=2026-06-19T08:13 | deadline=2026-06-21T08:13

      SGAS-000008097 | SGAS→OJAI | cant=2 | creado=2026-06-19T08:20 | deadline=2026-06-21T08:20

      SGAS-000008098 | SGAS→SPIM | cant=2 | creado=2026-06-19T08:36 | deadline=2026-06-20T08:36

      SGAS-000008099 | SGAS→OMDB | cant=2 | creado=2026-06-19T08:49 | deadline=2026-06-21T08:49

      SGAS-000008100 | SGAS→VIDP | cant=2 | creado=2026-06-19T08:52 | deadline=2026-06-21T08:52

      SGAS-000008101 | SGAS→OMDB | cant=2 | creado=2026-06-19T09:07 | deadline=2026-06-21T09:07

      SGAS-000008102 | SGAS→SCEL | cant=2 | creado=2026-06-19T09:19 | deadline=2026-06-20T09:19

      SGAS-000008103 | SGAS→EHAM | cant=2 | creado=2026-06-19T09:29 | deadline=2026-06-21T09:29

      SGAS-000008104 | SGAS→OYSN | cant=2 | creado=2026-06-19T09:39 | deadline=2026-06-21T09:39

      SGAS-000008105 | SGAS→SBBR | cant=2 | creado=2026-06-19T09:41 | deadline=2026-06-20T09:41

      SGAS-000008106 | SGAS→LOWW | cant=2 | creado=2026-06-19T09:57 | deadline=2026-06-21T09:57

      SGAS-000008107 | SGAS→SLLP | cant=2 | creado=2026-06-19T10:08 | deadline=2026-06-20T10:08

      SGAS-000008108 | SGAS→OAKB | cant=2 | creado=2026-06-19T10:10 | deadline=2026-06-21T10:10

      SGAS-000008109 | SGAS→SCEL | cant=1 | creado=2026-06-19T10:29 | deadline=2026-06-20T10:29

      SGAS-000008110 | SGAS→LOWW | cant=1 | creado=2026-06-19T10:32 | deadline=2026-06-21T10:32

      SGAS-000008111 | SGAS→OPKC | cant=1 | creado=2026-06-19T10:40 | deadline=2026-06-21T10:40

      SGAS-000008112 | SGAS→OSDI | cant=1 | creado=2026-06-19T10:51 | deadline=2026-06-21T10:51

      SGAS-000008113 | SGAS→OSDI | cant=1 | creado=2026-06-19T11:09 | deadline=2026-06-21T11:09

      SGAS-000008114 | SGAS→EBCI | cant=1 | creado=2026-06-19T11:16 | deadline=2026-06-21T11:16

      SGAS-000008115 | SGAS→OERK | cant=1 | creado=2026-06-19T11:22 | deadline=2026-06-21T11:22

      SGAS-000008116 | SGAS→OJAI | cant=1 | creado=2026-06-19T11:39 | deadline=2026-06-21T11:39

      SGAS-000008117 | SGAS→OPKC | cant=1 | creado=2026-06-19T11:42 | deadline=2026-06-21T11:42

      SGAS-000008118 | SGAS→EDDI | cant=1 | creado=2026-06-19T11:56 | deadline=2026-06-21T11:56

      SGAS-000008119 | SGAS→OPKC | cant=1 | creado=2026-06-19T12:03 | deadline=2026-06-21T12:03

      SGAS-000008120 | SGAS→LATI | cant=1 | creado=2026-06-19T12:16 | deadline=2026-06-21T12:16

      SGAS-000008121 | SGAS→OSDI | cant=1 | creado=2026-06-19T12:27 | deadline=2026-06-21T12:27

      SGAS-000008122 | SGAS→OAKB | cant=1 | creado=2026-06-19T12:38 | deadline=2026-06-21T12:38

      SGAS-000008123 | SGAS→LOWW | cant=1 | creado=2026-06-19T12:41 | deadline=2026-06-21T12:41

      SGAS-000008124 | SGAS→LOWW | cant=1 | creado=2026-06-19T12:57 | deadline=2026-06-21T12:57

      SGAS-000008125 | SGAS→LATI | cant=1 | creado=2026-06-19T13:05 | deadline=2026-06-21T13:05

      SGAS-000008126 | SGAS→LDZA | cant=1 | creado=2026-06-19T13:10 | deadline=2026-06-21T13:10

      SGAS-000008127 | SGAS→LKPR | cant=1 | creado=2026-06-19T13:25 | deadline=2026-06-21T13:25

      SGAS-000008128 | SGAS→UMMS | cant=1 | creado=2026-06-19T13:30 | deadline=2026-06-21T13:30

      SGAS-000008129 | SGAS→LKPR | cant=1 | creado=2026-06-19T13:44 | deadline=2026-06-21T13:44

      SGAS-000008130 | SGAS→SCEL | cant=1 | creado=2026-06-19T13:58 | deadline=2026-06-20T13:58

      SGAS-000008131 | SGAS→OPKC | cant=1 | creado=2026-06-19T14:03 | deadline=2026-06-21T14:03

      SGAS-000008132 | SGAS→LOWW | cant=1 | creado=2026-06-19T14:12 | deadline=2026-06-21T14:12

      SGAS-000008133 | SGAS→OERK | cant=1 | creado=2026-06-19T14:23 | deadline=2026-06-21T14:23

      SGAS-000008134 | SGAS→LOWW | cant=1 | creado=2026-06-19T14:38 | deadline=2026-06-21T14:38

      SGAS-000008135 | SGAS→SVMI | cant=1 | creado=2026-06-19T14:43 | deadline=2026-06-20T14:43

      SGAS-000008136 | SGAS→EHAM | cant=1 | creado=2026-06-19T14:55 | deadline=2026-06-21T14:55

      SGAS-000008137 | SGAS→LDZA | cant=1 | creado=2026-06-19T15:00 | deadline=2026-06-21T15:00

      SGAS-000008138 | SGAS→OMDB | cant=1 | creado=2026-06-19T15:15 | deadline=2026-06-21T15:15

      SGAS-000008139 | SGAS→OMDB | cant=1 | creado=2026-06-19T15:27 | deadline=2026-06-21T15:27

      SGAS-000008140 | SGAS→LBSF | cant=1 | creado=2026-06-19T15:39 | deadline=2026-06-21T15:39

      SGAS-000008141 | SGAS→OMDB | cant=1 | creado=2026-06-19T15:46 | deadline=2026-06-21T15:46

      SGAS-000008142 | SGAS→SLLP | cant=1 | creado=2026-06-19T15:55 | deadline=2026-06-20T15:55

      SGAS-000008143 | SGAS→LBSF | cant=1 | creado=2026-06-19T16:00 | deadline=2026-06-21T16:00

      SGAS-000008144 | SGAS→VIDP | cant=1 | creado=2026-06-19T16:11 | deadline=2026-06-21T16:11

      SGAS-000008145 | SGAS→EHAM | cant=1 | creado=2026-06-19T16:29 | deadline=2026-06-21T16:29

      SGAS-000008146 | SGAS→UMMS | cant=1 | creado=2026-06-19T16:30 | deadline=2026-06-21T16:30

      SGAS-000008147 | SGAS→SABE | cant=1 | creado=2026-06-19T16:47 | deadline=2026-06-20T16:47

      SGAS-000008148 | SGAS→SEQM | cant=1 | creado=2026-06-19T16:56 | deadline=2026-06-20T16:56

      SGAS-000008149 | SGAS→LATI | cant=1 | creado=2026-06-19T17:08 | deadline=2026-06-21T17:08

      SGAS-000008150 | SGAS→OOMS | cant=1 | creado=2026-06-19T17:18 | deadline=2026-06-21T17:18

      SGAS-000008151 | SGAS→UBBB | cant=1 | creado=2026-06-19T17:22 | deadline=2026-06-21T17:22

      SGAS-000008152 | SGAS→SABE | cant=1 | creado=2026-06-19T17:31 | deadline=2026-06-20T17:31

      SGAS-000008153 | SGAS→EKCH | cant=1 | creado=2026-06-19T17:45 | deadline=2026-06-21T17:45

      SGAS-000008154 | SGAS→UBBB | cant=1 | creado=2026-06-19T17:52 | deadline=2026-06-21T17:52

      SGAS-000008155 | SGAS→OERK | cant=1 | creado=2026-06-19T18:03 | deadline=2026-06-21T18:03

      SGAS-000008156 | SGAS→EBCI | cant=1 | creado=2026-06-19T18:10 | deadline=2026-06-21T18:10

      SGAS-000008157 | SGAS→SLLP | cant=1 | creado=2026-06-19T18:21 | deadline=2026-06-20T18:21

      SGAS-000008158 | SGAS→OPKC | cant=1 | creado=2026-06-19T18:38 | deadline=2026-06-21T18:38

      SGAS-000008159 | SGAS→SKBO | cant=1 | creado=2026-06-19T18:47 | deadline=2026-06-20T18:47

      SGAS-000008160 | SGAS→VIDP | cant=1 | creado=2026-06-19T18:54 | deadline=2026-06-21T18:54

      SGAS-000008161 | SGAS→OAKB | cant=1 | creado=2026-06-19T19:03 | deadline=2026-06-21T19:03

      SGAS-000008162 | SGAS→OOMS | cant=1 | creado=2026-06-19T19:19 | deadline=2026-06-21T19:19

      SGAS-000008163 | SGAS→OYSN | cant=1 | creado=2026-06-19T19:26 | deadline=2026-06-21T19:26

      SGAS-000008164 | SGAS→SABE | cant=1 | creado=2026-06-19T19:31 | deadline=2026-06-20T19:31

      SGAS-000008165 | SGAS→OERK | cant=1 | creado=2026-06-19T19:46 | deadline=2026-06-21T19:46

      SGAS-000008166 | SGAS→OSDI | cant=1 | creado=2026-06-19T19:59 | deadline=2026-06-21T19:59

      SGAS-000008167 | SGAS→EDDI | cant=1 | creado=2026-06-19T20:03 | deadline=2026-06-21T20:03

      SGAS-000008168 | SGAS→LATI | cant=1 | creado=2026-06-19T20:19 | deadline=2026-06-21T20:19

      SGAS-000008169 | SGAS→SEQM | cant=1 | creado=2026-06-19T20:23 | deadline=2026-06-20T20:23

      SGAS-000008170 | SGAS→OPKC | cant=1 | creado=2026-06-19T20:39 | deadline=2026-06-21T20:39

      SGAS-000008171 | SGAS→LATI | cant=1 | creado=2026-06-19T20:44 | deadline=2026-06-21T20:44

      SGAS-000008172 | SGAS→SEQM | cant=1 | creado=2026-06-19T20:58 | deadline=2026-06-20T20:58

      SGAS-000008173 | SGAS→LOWW | cant=1 | creado=2026-06-19T21:05 | deadline=2026-06-21T21:05

      SGAS-000008174 | SGAS→UMMS | cant=1 | creado=2026-06-19T21:16 | deadline=2026-06-21T21:16

      SGAS-000008175 | SGAS→LKPR | cant=1 | creado=2026-06-19T21:22 | deadline=2026-06-21T21:22

      SGAS-000008176 | SGAS→VIDP | cant=1 | creado=2026-06-19T21:36 | deadline=2026-06-21T21:36

      SGAS-000008177 | SGAS→SUAA | cant=1 | creado=2026-06-19T21:42 | deadline=2026-06-20T21:42

      SGAS-000008178 | SGAS→LBSF | cant=1 | creado=2026-06-19T21:51 | deadline=2026-06-21T21:51

      SGAS-000008179 | SGAS→LATI | cant=1 | creado=2026-06-19T22:07 | deadline=2026-06-21T22:07

      SGAS-000008180 | SGAS→SEQM | cant=1 | creado=2026-06-19T22:19 | deadline=2026-06-20T22:19

      SGAS-000008181 | SGAS→EHAM | cant=1 | creado=2026-06-19T22:25 | deadline=2026-06-21T22:25

      SGAS-000008182 | SGAS→OAKB | cant=1 | creado=2026-06-19T22:30 | deadline=2026-06-21T22:30

      SGAS-000008183 | SGAS→SCEL | cant=1 | creado=2026-06-19T22:49 | deadline=2026-06-20T22:49

      SGAS-000008184 | SGAS→SVMI | cant=1 | creado=2026-06-19T22:55 | deadline=2026-06-20T22:55

      SGAS-000008185 | SGAS→OERK | cant=1 | creado=2026-06-19T23:09 | deadline=2026-06-21T23:09

      SGAS-000008186 | SGAS→SBBR | cant=1 | creado=2026-06-19T23:12 | deadline=2026-06-20T23:12

      SGAS-000008187 | SGAS→LOWW | cant=1 | creado=2026-06-19T23:20 | deadline=2026-06-21T23:20

      SGAS-000008188 | SGAS→SLLP | cant=1 | creado=2026-06-19T23:38 | deadline=2026-06-20T23:38

      SGAS-000008189 | SGAS→SEQM | cant=1 | creado=2026-06-19T23:42 | deadline=2026-06-20T23:42

      SGAS-000008190 | SGAS→SKBO | cant=1 | creado=2026-06-19T23:51 | deadline=2026-06-20T23:51

      SGAS-000008191 | SGAS→EHAM | cant=1 | creado=2026-06-20T00:00 | deadline=2026-06-22T00:00

      SGAS-000008192 | SGAS→SEQM | cant=1 | creado=2026-06-20T00:19 | deadline=2026-06-21T00:19

      SGAS-000008193 | SGAS→OERK | cant=2 | creado=2026-06-20T04:19 | deadline=2026-06-22T04:19

      SGAS-000008194 | SGAS→LATI | cant=2 | creado=2026-06-20T04:31 | deadline=2026-06-22T04:31

      SGAS-000008195 | SGAS→OERK | cant=2 | creado=2026-06-20T04:47 | deadline=2026-06-22T04:47

      SGAS-000008196 | SGAS→SABE | cant=2 | creado=2026-06-20T04:53 | deadline=2026-06-21T04:53

      SGAS-000008197 | SGAS→OYSN | cant=2 | creado=2026-06-20T05:11 | deadline=2026-06-22T05:11

      SGAS-000008198 | SGAS→EKCH | cant=2 | creado=2026-06-20T05:21 | deadline=2026-06-22T05:21

      SGAS-000008199 | SGAS→OAKB | cant=2 | creado=2026-06-20T05:31 | deadline=2026-06-22T05:31

      SGAS-000008200 | SGAS→UBBB | cant=2 | creado=2026-06-20T05:46 | deadline=2026-06-22T05:46

      SGAS-000008201 | SGAS→LOWW | cant=2 | creado=2026-06-20T05:06 | deadline=2026-06-22T05:06

      SGAS-000008202 | SGAS→EHAM | cant=2 | creado=2026-06-20T06:18 | deadline=2026-06-22T06:18

      SGAS-000008203 | SGAS→SEQM | cant=2 | creado=2026-06-20T06:25 | deadline=2026-06-21T06:25

      SGAS-000008204 | SGAS→OOMS | cant=2 | creado=2026-06-20T06:44 | deadline=2026-06-22T06:44

      SGAS-000008205 | SGAS→SEQM | cant=2 | creado=2026-06-20T06:55 | deadline=2026-06-21T06:55

      SGAS-000008206 | SGAS→UMMS | cant=2 | creado=2026-06-20T07:07 | deadline=2026-06-22T07:07

      SGAS-000008207 | SGAS→OAKB | cant=2 | creado=2026-06-20T07:18 | deadline=2026-06-22T07:18

      SGAS-000008208 | SGAS→SEQM | cant=2 | creado=2026-06-20T07:35 | deadline=2026-06-21T07:35

      SGAS-000008209 | SGAS→OJAI | cant=2 | creado=2026-06-20T07:44 | deadline=2026-06-22T07:44

      SGAS-000008210 | SGAS→SBBR | cant=2 | creado=2026-06-20T07:55 | deadline=2026-06-21T07:55

      SGAS-000008211 | SGAS→LOWW | cant=2 | creado=2026-06-20T08:13 | deadline=2026-06-22T08:13

      SGAS-000008212 | SGAS→LDZA | cant=2 | creado=2026-06-20T08:23 | deadline=2026-06-22T08:23

      SGAS-000008213 | SGAS→LBSF | cant=2 | creado=2026-06-20T08:34 | deadline=2026-06-22T08:34

      SGAS-000008214 | SGAS→UMMS | cant=2 | creado=2026-06-20T08:50 | deadline=2026-06-22T08:50

      SGAS-000008215 | SGAS→SKBO | cant=2 | creado=2026-06-20T08:06 | deadline=2026-06-21T08:06

      SGAS-000008216 | SGAS→SPIM | cant=2 | creado=2026-06-20T09:21 | deadline=2026-06-21T09:21

      SGAS-000008217 | SGAS→OMDB | cant=2 | creado=2026-06-20T09:34 | deadline=2026-06-22T09:34

      SGAS-000008218 | SGAS→OMDB | cant=2 | creado=2026-06-20T09:41 | deadline=2026-06-22T09:41

      SGAS-000008219 | SGAS→EBCI | cant=2 | creado=2026-06-20T09:53 | deadline=2026-06-22T09:53

      SGAS-000008220 | SGAS→UMMS | cant=2 | creado=2026-06-20T10:06 | deadline=2026-06-22T10:06

      SGAS-000008221 | SGAS→SLLP | cant=2 | creado=2026-06-20T10:22 | deadline=2026-06-21T10:22

