[BUSQUEDA RUTAS] 702 tareas de busqueda paralela completadas [151ms]
[BUSQUEDA RUTAS] 2246 tareas de busqueda paralela completadas [2142ms]
  [DIAG-ALNS] PAQUETES INCOMPLETOS: 4420
    [SIN RUTAS CANDIDATAS] 4420 paquetes (rutas fuera de deadline o ventana):
      EBCI-000008233 | EBCI→SBBR | cant=1 | creado=2026-06-19T13:26 | deadline=2026-06-21T13:26

      SABE-000008316 | SABE→SGAS | cant=3 | creado=2026-06-21T05:35 | deadline=2026-06-22T05:35

      SABE-000008319 | SABE→EBCI | cant=2 | creado=2026-06-21T06:32 | deadline=2026-06-23T06:32

      SABE-000008320 | SABE→SUAA | cant=2 | creado=2026-06-21T06:50 | deadline=2026-06-22T06:50

      SABE-000008321 | SABE→VIDP | cant=2 | creado=2026-06-21T06:00 | deadline=2026-06-23T06:00

      SABE-000008322 | SABE→EBCI | cant=2 | creado=2026-06-21T07:16 | deadline=2026-06-23T07:16

      SABE-000008323 | SABE→SGAS | cant=2 | creado=2026-06-21T07:33 | deadline=2026-06-22T07:33

      SABE-000008324 | SABE→OYSN | cant=2 | creado=2026-06-21T07:49 | deadline=2026-06-23T07:49

      SABE-000008325 | SABE→SGAS | cant=2 | creado=2026-06-21T08:13 | deadline=2026-06-22T08:13

      SABE-000008326 | SABE→SVMI | cant=2 | creado=2026-06-21T08:28 | deadline=2026-06-22T08:28

      SABE-000008327 | SABE→UBBB | cant=2 | creado=2026-06-21T08:48 | deadline=2026-06-23T08:48

      SABE-000008328 | SABE→SKBO | cant=2 | creado=2026-06-21T08:59 | deadline=2026-06-22T08:59

      SABE-000008329 | SABE→LBSF | cant=2 | creado=2026-06-21T09:23 | deadline=2026-06-23T09:23

      SABE-000008330 | SABE→OMDB | cant=2 | creado=2026-06-21T09:36 | deadline=2026-06-23T09:36

      SABE-000008331 | SABE→EHAM | cant=2 | creado=2026-06-21T09:56 | deadline=2026-06-23T09:56

      SABE-000008332 | SABE→SPIM | cant=2 | creado=2026-06-21T10:06 | deadline=2026-06-22T10:06

      SABE-000008334 | SABE→EHAM | cant=2 | creado=2026-06-21T10:47 | deadline=2026-06-23T10:47

      SABE-000008335 | SABE→SBBR | cant=2 | creado=2026-06-21T10:05 | deadline=2026-06-22T10:05

      SABE-000008336 | SABE→OAKB | cant=2 | creado=2026-06-21T11:18 | deadline=2026-06-23T11:18

      SABE-000008337 | SABE→SBBR | cant=2 | creado=2026-06-21T11:30 | deadline=2026-06-22T11:30

      SABE-000008338 | SABE→OERK | cant=2 | creado=2026-06-21T11:47 | deadline=2026-06-23T11:47

      SABE-000008341 | SABE→OAKB | cant=2 | creado=2026-06-21T12:46 | deadline=2026-06-23T12:46

      SABE-000008342 | SABE→SUAA | cant=2 | creado=2026-06-21T12:02 | deadline=2026-06-22T12:02

      SABE-000008343 | SABE→VIDP | cant=2 | creado=2026-06-21T13:21 | deadline=2026-06-23T13:21

      SABE-000008344 | SABE→EBCI | cant=2 | creado=2026-06-21T13:29 | deadline=2026-06-23T13:29

      SABE-000008345 | SABE→SVMI | cant=2 | creado=2026-06-21T13:55 | deadline=2026-06-22T13:55

      SABE-000008346 | SABE→OAKB | cant=2 | creado=2026-06-21T14:12 | deadline=2026-06-23T14:12

      SABE-000008347 | SABE→SBBR | cant=2 | creado=2026-06-21T14:21 | deadline=2026-06-22T14:21

      SABE-000008348 | SABE→LKPR | cant=2 | creado=2026-06-21T14:40 | deadline=2026-06-23T14:40

      SABE-000008349 | SABE→SBBR | cant=2 | creado=2026-06-21T14:59 | deadline=2026-06-22T14:59

      SABE-000008351 | SABE→VIDP | cant=2 | creado=2026-06-21T15:32 | deadline=2026-06-23T15:32

      SABE-000008352 | SABE→EBCI | cant=2 | creado=2026-06-21T15:49 | deadline=2026-06-23T15:49

      SABE-000008353 | SABE→SPIM | cant=2 | creado=2026-06-21T16:07 | deadline=2026-06-22T16:07

      SABE-000008354 | SABE→LKPR | cant=2 | creado=2026-06-21T16:21 | deadline=2026-06-23T16:21

      SABE-000008355 | SABE→OAKB | cant=2 | creado=2026-06-21T16:43 | deadline=2026-06-23T16:43

      SABE-000008356 | SABE→OYSN | cant=2 | creado=2026-06-21T16:56 | deadline=2026-06-23T16:56

      SABE-000008357 | SABE→OJAI | cant=2 | creado=2026-06-21T17:13 | deadline=2026-06-23T17:13

      SABE-000008358 | SABE→SGAS | cant=2 | creado=2026-06-21T17:29 | deadline=2026-06-22T17:29

      SABE-000008359 | SABE→OERK | cant=2 | creado=2026-06-21T17:48 | deadline=2026-06-23T17:48

      SABE-000008360 | SABE→EHAM | cant=2 | creado=2026-06-21T18:08 | deadline=2026-06-23T18:08

      SABE-000008361 | SABE→OMDB | cant=2 | creado=2026-06-21T18:20 | deadline=2026-06-23T18:20

      SABE-000008362 | SABE→SBBR | cant=2 | creado=2026-06-21T18:44 | deadline=2026-06-22T18:44

      SABE-000008363 | SABE→LKPR | cant=2 | creado=2026-06-21T18:58 | deadline=2026-06-23T18:58

      SABE-000008365 | SABE→LDZA | cant=2 | creado=2026-06-21T19:31 | deadline=2026-06-23T19:31

      SABE-000008366 | SABE→SBBR | cant=2 | creado=2026-06-21T19:43 | deadline=2026-06-22T19:43

      SABE-000008367 | SABE→SKBO | cant=2 | creado=2026-06-21T20:07 | deadline=2026-06-22T20:07

      SABE-000008369 | SABE→SVMI | cant=2 | creado=2026-06-21T20:40 | deadline=2026-06-22T20:40

      SABE-000008371 | SABE→LBSF | cant=2 | creado=2026-06-21T21:09 | deadline=2026-06-23T21:09

      SABE-000008372 | SABE→LDZA | cant=2 | creado=2026-06-21T21:34 | deadline=2026-06-23T21:34

      SABE-000008373 | SABE→SUAA | cant=2 | creado=2026-06-21T21:51 | deadline=2026-06-22T21:51

      SABE-000008375 | SABE→UBBB | cant=2 | creado=2026-06-21T22:16 | deadline=2026-06-23T22:16

      SABE-000008376 | SABE→OJAI | cant=2 | creado=2026-06-21T22:36 | deadline=2026-06-23T22:36

      SABE-000008377 | SABE→OOMS | cant=2 | creado=2026-06-21T22:53 | deadline=2026-06-23T22:53

      SABE-000008378 | SABE→LKPR | cant=1 | creado=2026-06-21T23:13 | deadline=2026-06-23T23:13

      SBBR-000008698 | SBBR→SKBO | cant=1 | creado=2026-06-19T07:40 | deadline=2026-06-20T07:40

      SBBR-000008719 | SBBR→SKBO | cant=1 | creado=2026-06-19T10:35 | deadline=2026-06-20T10:35

      SBBR-000008720 | SBBR→UMMS | cant=1 | creado=2026-06-19T10:43 | deadline=2026-06-21T10:43

      SBBR-000008725 | SBBR→SLLP | cant=1 | creado=2026-06-19T11:20 | deadline=2026-06-20T11:20

      SBBR-000008726 | SBBR→LDZA | cant=1 | creado=2026-06-19T11:28 | deadline=2026-06-21T11:28

      SBBR-000008727 | SBBR→LATI | cant=1 | creado=2026-06-19T11:37 | deadline=2026-06-21T11:37

      SBBR-000008730 | SBBR→LATI | cant=1 | creado=2026-06-19T11:02 | deadline=2026-06-21T11:02

      SBBR-000008732 | SBBR→LATI | cant=1 | creado=2026-06-19T12:12 | deadline=2026-06-21T12:12

      SBBR-000008737 | SBBR→OSDI | cant=1 | creado=2026-06-19T12:54 | deadline=2026-06-21T12:54

      SBBR-000008739 | SBBR→UMMS | cant=1 | creado=2026-06-19T13:15 | deadline=2026-06-21T13:15

      SBBR-000008741 | SBBR→UMMS | cant=1 | creado=2026-06-19T13:25 | deadline=2026-06-21T13:25

      SBBR-000008742 | SBBR→SCEL | cant=1 | creado=2026-06-19T13:40 | deadline=2026-06-20T13:40

      SBBR-000008743 | SBBR→SKBO | cant=1 | creado=2026-06-19T13:43 | deadline=2026-06-20T13:43

      SBBR-000008744 | SBBR→LATI | cant=1 | creado=2026-06-19T13:49 | deadline=2026-06-21T13:49

      SBBR-000008749 | SBBR→SCEL | cant=1 | creado=2026-06-19T14:33 | deadline=2026-06-20T14:33

      SBBR-000008750 | SBBR→SGAS | cant=1 | creado=2026-06-19T14:42 | deadline=2026-06-20T14:42

      SBBR-000008751 | SBBR→UBBB | cant=1 | creado=2026-06-19T14:46 | deadline=2026-06-21T14:46

      SBBR-000008752 | SBBR→UBBB | cant=1 | creado=2026-06-19T14:54 | deadline=2026-06-21T14:54

      SBBR-000008755 | SBBR→OOMS | cant=1 | creado=2026-06-19T15:19 | deadline=2026-06-21T15:19

      SBBR-000008756 | SBBR→UMMS | cant=1 | creado=2026-06-19T15:33 | deadline=2026-06-21T15:33

      SBBR-000008757 | SBBR→UMMS | cant=1 | creado=2026-06-19T15:39 | deadline=2026-06-21T15:39

      SBBR-000008760 | SBBR→SCEL | cant=1 | creado=2026-06-19T15:04 | deadline=2026-06-20T15:04

      SBBR-000008761 | SBBR→SUAA | cant=1 | creado=2026-06-19T16:08 | deadline=2026-06-20T16:08

      SBBR-000008763 | SBBR→LOWW | cant=1 | creado=2026-06-19T16:23 | deadline=2026-06-21T16:23

      SBBR-000008764 | SBBR→SEQM | cant=1 | creado=2026-06-19T16:33 | deadline=2026-06-20T16:33

      SBBR-000008766 | SBBR→OMDB | cant=1 | creado=2026-06-19T16:49 | deadline=2026-06-21T16:49

      SBBR-000008767 | SBBR→SGAS | cant=1 | creado=2026-06-19T16:57 | deadline=2026-06-20T16:57

      SBBR-000008770 | SBBR→EKCH | cant=1 | creado=2026-06-19T17:25 | deadline=2026-06-21T17:25

      SBBR-000008771 | SBBR→OAKB | cant=1 | creado=2026-06-19T17:24 | deadline=2026-06-21T17:24

      SBBR-000008772 | SBBR→EKCH | cant=1 | creado=2026-06-19T17:36 | deadline=2026-06-21T17:36

      SBBR-000008773 | SBBR→EBCI | cant=1 | creado=2026-06-19T17:49 | deadline=2026-06-21T17:49

      SBBR-000008774 | SBBR→SCEL | cant=1 | creado=2026-06-19T17:56 | deadline=2026-06-20T17:56

      SBBR-000008775 | SBBR→LKPR | cant=1 | creado=2026-06-19T17:05 | deadline=2026-06-21T17:05

      SBBR-000008776 | SBBR→LKPR | cant=1 | creado=2026-06-19T18:11 | deadline=2026-06-21T18:11

      SBBR-000008777 | SBBR→SGAS | cant=1 | creado=2026-06-19T18:17 | deadline=2026-06-20T18:17

      SBBR-000008778 | SBBR→SPIM | cant=1 | creado=2026-06-19T18:26 | deadline=2026-06-20T18:26

      SBBR-000008779 | SBBR→OMDB | cant=1 | creado=2026-06-19T18:36 | deadline=2026-06-21T18:36

      SBBR-000008780 | SBBR→SCEL | cant=1 | creado=2026-06-19T18:44 | deadline=2026-06-20T18:44

      SBBR-000008781 | SBBR→LOWW | cant=1 | creado=2026-06-19T18:46 | deadline=2026-06-21T18:46

      SBBR-000008782 | SBBR→UBBB | cant=1 | creado=2026-06-19T18:53 | deadline=2026-06-21T18:53

      SBBR-000008783 | SBBR→VIDP | cant=1 | creado=2026-06-19T19:02 | deadline=2026-06-21T19:02

      SBBR-000008784 | SBBR→SABE | cant=1 | creado=2026-06-19T19:13 | deadline=2026-06-20T19:13

      SBBR-000008785 | SBBR→SPIM | cant=1 | creado=2026-06-19T19:23 | deadline=2026-06-20T19:23

      SBBR-000008786 | SBBR→LKPR | cant=1 | creado=2026-06-19T19:31 | deadline=2026-06-21T19:31

      SBBR-000008787 | SBBR→EHAM | cant=1 | creado=2026-06-19T19:36 | deadline=2026-06-21T19:36

      SBBR-000008788 | SBBR→EKCH | cant=1 | creado=2026-06-19T19:49 | deadline=2026-06-21T19:49

      SBBR-000008789 | SBBR→OSDI | cant=1 | creado=2026-06-19T19:56 | deadline=2026-06-21T19:56

      SBBR-000008790 | SBBR→OOMS | cant=1 | creado=2026-06-19T19:01 | deadline=2026-06-21T19:01

      SBBR-000008791 | SBBR→SPIM | cant=1 | creado=2026-06-19T20:04 | deadline=2026-06-20T20:04

      SBBR-000008792 | SBBR→EKCH | cant=1 | creado=2026-06-19T20:20 | deadline=2026-06-21T20:20

      SBBR-000008793 | SBBR→SABE | cant=1 | creado=2026-06-19T20:20 | deadline=2026-06-20T20:20

      SBBR-000008794 | SBBR→OJAI | cant=1 | creado=2026-06-19T20:36 | deadline=2026-06-21T20:36

      SBBR-000008795 | SBBR→SUAA | cant=1 | creado=2026-06-19T20:43 | deadline=2026-06-20T20:43

      SBBR-000008796 | SBBR→EBCI | cant=1 | creado=2026-06-19T20:52 | deadline=2026-06-21T20:52

      SBBR-000008797 | SBBR→LBSF | cant=1 | creado=2026-06-19T20:56 | deadline=2026-06-21T20:56

      SBBR-000008798 | SBBR→LATI | cant=1 | creado=2026-06-19T21:08 | deadline=2026-06-21T21:08

      SBBR-000008799 | SBBR→SKBO | cant=1 | creado=2026-06-19T21:11 | deadline=2026-06-20T21:11

      SBBR-000008800 | SBBR→EBCI | cant=1 | creado=2026-06-19T21:17 | deadline=2026-06-21T21:17

      SBBR-000008801 | SBBR→OJAI | cant=1 | creado=2026-06-19T21:24 | deadline=2026-06-21T21:24

      SBBR-000008802 | SBBR→LOWW | cant=1 | creado=2026-06-19T21:35 | deadline=2026-06-21T21:35

      SBBR-000008803 | SBBR→SEQM | cant=1 | creado=2026-06-19T21:47 | deadline=2026-06-20T21:47

      SBBR-000008804 | SBBR→VIDP | cant=1 | creado=2026-06-19T21:57 | deadline=2026-06-21T21:57

      SBBR-000008805 | SBBR→SKBO | cant=1 | creado=2026-06-19T21:00 | deadline=2026-06-20T21:00

      SBBR-000008806 | SBBR→SKBO | cant=1 | creado=2026-06-19T22:05 | deadline=2026-06-20T22:05

      SBBR-000008807 | SBBR→OOMS | cant=1 | creado=2026-06-19T22:13 | deadline=2026-06-21T22:13

      SBBR-000008809 | SBBR→SPIM | cant=1 | creado=2026-06-19T22:35 | deadline=2026-06-20T22:35

      SBBR-000008810 | SBBR→SUAA | cant=1 | creado=2026-06-19T22:38 | deadline=2026-06-20T22:38

      SBBR-000008811 | SBBR→OERK | cant=1 | creado=2026-06-19T22:53 | deadline=2026-06-21T22:53

      SBBR-000008812 | SBBR→UMMS | cant=1 | creado=2026-06-19T22:56 | deadline=2026-06-21T22:56

      SBBR-000008813 | SBBR→LDZA | cant=1 | creado=2026-06-19T23:02 | deadline=2026-06-21T23:02

      SBBR-000008814 | SBBR→SKBO | cant=1 | creado=2026-06-19T23:08 | deadline=2026-06-20T23:08

      SBBR-000008815 | SBBR→LBSF | cant=5 | creado=2026-06-20T03:27 | deadline=2026-06-22T03:27

      SBBR-000008816 | SBBR→LOWW | cant=5 | creado=2026-06-20T03:58 | deadline=2026-06-22T03:58

      SBBR-000008817 | SBBR→OYSN | cant=5 | creado=2026-06-20T04:18 | deadline=2026-06-22T04:18

      SBBR-000008818 | SBBR→SLLP | cant=5 | creado=2026-06-20T04:53 | deadline=2026-06-21T04:53

      SBBR-000008819 | SBBR→OERK | cant=5 | creado=2026-06-20T05:13 | deadline=2026-06-22T05:13

      SBBR-000008820 | SBBR→UBBB | cant=5 | creado=2026-06-20T05:45 | deadline=2026-06-22T05:45

      SBBR-000008821 | SBBR→EBCI | cant=5 | creado=2026-06-20T06:02 | deadline=2026-06-22T06:02

      SBBR-000008822 | SBBR→OOMS | cant=5 | creado=2026-06-20T06:31 | deadline=2026-06-22T06:31

      SBBR-000008823 | SBBR→LDZA | cant=5 | creado=2026-06-20T06:01 | deadline=2026-06-22T06:01

      SBBR-000008824 | SBBR→SEQM | cant=4 | creado=2026-06-20T07:27 | deadline=2026-06-21T07:27

      SBBR-000008825 | SBBR→SUAA | cant=4 | creado=2026-06-20T07:48 | deadline=2026-06-21T07:48

      SBBR-000008826 | SBBR→VIDP | cant=4 | creado=2026-06-20T08:18 | deadline=2026-06-22T08:18

      SBBR-000008827 | SBBR→SLLP | cant=4 | creado=2026-06-20T08:41 | deadline=2026-06-21T08:41

      SBBR-000008828 | SBBR→SLLP | cant=4 | creado=2026-06-20T09:13 | deadline=2026-06-21T09:13

      SBBR-000008829 | SBBR→UBBB | cant=4 | creado=2026-06-20T09:35 | deadline=2026-06-22T09:35

      SBBR-000008830 | SBBR→OPKC | cant=4 | creado=2026-06-20T09:05 | deadline=2026-06-22T09:05

      SBBR-000008832 | SBBR→LBSF | cant=4 | creado=2026-06-20T10:57 | deadline=2026-06-22T10:57

      SBBR-000008833 | SBBR→EKCH | cant=4 | creado=2026-06-20T11:15 | deadline=2026-06-22T11:15

      SBBR-000008834 | SBBR→SUAA | cant=4 | creado=2026-06-20T11:47 | deadline=2026-06-21T11:47

      SBBR-000008835 | SBBR→EBCI | cant=4 | creado=2026-06-20T12:07 | deadline=2026-06-22T12:07

      SBBR-000008836 | SBBR→SGAS | cant=4 | creado=2026-06-20T12:34 | deadline=2026-06-21T12:34

      SBBR-000008837 | SBBR→SKBO | cant=4 | creado=2026-06-20T12:07 | deadline=2026-06-21T12:07

      SBBR-000008838 | SBBR→UMMS | cant=4 | creado=2026-06-20T13:25 | deadline=2026-06-22T13:25

      SBBR-000008839 | SBBR→EBCI | cant=4 | creado=2026-06-20T13:52 | deadline=2026-06-22T13:52

      SBBR-000008840 | SBBR→OSDI | cant=4 | creado=2026-06-20T14:21 | deadline=2026-06-22T14:21

      SBBR-000008841 | SBBR→OAKB | cant=4 | creado=2026-06-20T14:49 | deadline=2026-06-22T14:49

      SBBR-000008842 | SBBR→OYSN | cant=4 | creado=2026-06-20T15:16 | deadline=2026-06-22T15:16

      SBBR-000008843 | SBBR→LDZA | cant=4 | creado=2026-06-20T15:36 | deadline=2026-06-22T15:36

      SBBR-000008845 | SBBR→OAKB | cant=4 | creado=2026-06-20T16:34 | deadline=2026-06-22T16:34

      SBBR-000008846 | SBBR→EKCH | cant=4 | creado=2026-06-20T16:58 | deadline=2026-06-22T16:58

      SBBR-000008849 | SBBR→SPIM | cant=4 | creado=2026-06-20T18:15 | deadline=2026-06-21T18:15

      SBBR-000008850 | SBBR→SUAA | cant=4 | creado=2026-06-20T18:39 | deadline=2026-06-21T18:39

      SBBR-000008851 | SBBR→LDZA | cant=4 | creado=2026-06-20T19:08 | deadline=2026-06-22T19:08

      SBBR-000008852 | SBBR→OJAI | cant=4 | creado=2026-06-20T19:29 | deadline=2026-06-22T19:29

      SBBR-000008853 | SBBR→SPIM | cant=4 | creado=2026-06-20T19:01 | deadline=2026-06-21T19:01

      SBBR-000008854 | SBBR→LDZA | cant=4 | creado=2026-06-20T20:25 | deadline=2026-06-22T20:25

      SBBR-000008855 | SBBR→LDZA | cant=4 | creado=2026-06-20T20:52 | deadline=2026-06-22T20:52

      SBBR-000008856 | SBBR→SUAA | cant=4 | creado=2026-06-20T21:21 | deadline=2026-06-21T21:21

      SBBR-000008857 | SBBR→OPKC | cant=4 | creado=2026-06-20T21:41 | deadline=2026-06-22T21:41

      SBBR-000008858 | SBBR→OYSN | cant=1 | creado=2026-06-20T22:09 | deadline=2026-06-22T22:09

      SBBR-000008859 | SBBR→EBCI | cant=10 | creado=2026-06-21T03:53 | deadline=2026-06-23T03:53

      SBBR-000008860 | SBBR→OMDB | cant=10 | creado=2026-06-21T04:35 | deadline=2026-06-23T04:35

      SBBR-000008861 | SBBR→OERK | cant=10 | creado=2026-06-21T05:25 | deadline=2026-06-23T05:25

      SBBR-000008862 | SBBR→LKPR | cant=10 | creado=2026-06-21T06:10 | deadline=2026-06-23T06:10

      SBBR-000008863 | SBBR→OERK | cant=10 | creado=2026-06-21T06:51 | deadline=2026-06-23T06:51

      SBBR-000008865 | SBBR→EHAM | cant=9 | creado=2026-06-21T08:28 | deadline=2026-06-23T08:28

      SBBR-000008866 | SBBR→SABE | cant=9 | creado=2026-06-21T09:09 | deadline=2026-06-22T09:09

      SBBR-000008867 | SBBR→EKCH | cant=9 | creado=2026-06-21T09:01 | deadline=2026-06-23T09:01

      SBBR-000008868 | SBBR→SABE | cant=9 | creado=2026-06-21T10:49 | deadline=2026-06-22T10:49

      SBBR-000008869 | SBBR→SLLP | cant=9 | creado=2026-06-21T11:31 | deadline=2026-06-22T11:31

      SBBR-000008870 | SBBR→SABE | cant=9 | creado=2026-06-21T12:18 | deadline=2026-06-22T12:18

      SBBR-000008871 | SBBR→SLLP | cant=9 | creado=2026-06-21T12:07 | deadline=2026-06-22T12:07

      SBBR-000008872 | SBBR→OSDI | cant=9 | creado=2026-06-21T13:48 | deadline=2026-06-23T13:48

      SBBR-000008873 | SBBR→LDZA | cant=9 | creado=2026-06-21T14:30 | deadline=2026-06-23T14:30

      SBBR-000008874 | SBBR→LDZA | cant=9 | creado=2026-06-21T15:23 | deadline=2026-06-23T15:23

      SBBR-000008875 | SBBR→SUAA | cant=9 | creado=2026-06-21T16:11 | deadline=2026-06-22T16:11

      SBBR-000008876 | SBBR→LDZA | cant=9 | creado=2026-06-21T16:55 | deadline=2026-06-23T16:55

      SBBR-000008877 | SBBR→SPIM | cant=9 | creado=2026-06-21T17:39 | deadline=2026-06-22T17:39

      SBBR-000008878 | SBBR→EBCI | cant=9 | creado=2026-06-21T18:25 | deadline=2026-06-23T18:25

      SBBR-000008879 | SBBR→EDDI | cant=1 | creado=2026-06-21T19:13 | deadline=2026-06-23T19:13

      SCEL-000006923 | SCEL→LATI | cant=4 | creado=2026-06-19T10:01 | deadline=2026-06-21T10:01

      SCEL-000006924 | SCEL→OMDB | cant=4 | creado=2026-06-19T10:34 | deadline=2026-06-21T10:34

      SCEL-000006928 | SCEL→EDDI | cant=4 | creado=2026-06-19T12:35 | deadline=2026-06-21T12:35

      SCEL-000006929 | SCEL→EHAM | cant=4 | creado=2026-06-19T13:03 | deadline=2026-06-21T13:03

      SCEL-000006931 | SCEL→LATI | cant=4 | creado=2026-06-19T14:09 | deadline=2026-06-21T14:09

      SCEL-000006932 | SCEL→LKPR | cant=3 | creado=2026-06-19T14:38 | deadline=2026-06-21T14:38

      SCEL-000006933 | SCEL→EDDI | cant=3 | creado=2026-06-19T15:07 | deadline=2026-06-21T15:07

      SCEL-000006935 | SCEL→UMMS | cant=3 | creado=2026-06-19T16:01 | deadline=2026-06-21T16:01

      SCEL-000006936 | SCEL→LATI | cant=3 | creado=2026-06-19T16:39 | deadline=2026-06-21T16:39

      SCEL-000006937 | SCEL→SKBO | cant=3 | creado=2026-06-19T17:02 | deadline=2026-06-20T17:02

      SCEL-000006940 | SCEL→LBSF | cant=3 | creado=2026-06-19T18:31 | deadline=2026-06-21T18:31

      SCEL-000006941 | SCEL→OPKC | cant=3 | creado=2026-06-19T19:01 | deadline=2026-06-21T19:01

      SCEL-000006942 | SCEL→OYSN | cant=3 | creado=2026-06-19T19:30 | deadline=2026-06-21T19:30

      SCEL-000006943 | SCEL→OYSN | cant=3 | creado=2026-06-19T20:02 | deadline=2026-06-21T20:02

      SCEL-000006944 | SCEL→EHAM | cant=3 | creado=2026-06-19T20:39 | deadline=2026-06-21T20:39

      SCEL-000006945 | SCEL→OSDI | cant=3 | creado=2026-06-19T21:01 | deadline=2026-06-21T21:01

      SCEL-000006946 | SCEL→LBSF | cant=3 | creado=2026-06-19T21:39 | deadline=2026-06-21T21:39

      SCEL-000006947 | SCEL→OOMS | cant=1 | creado=2026-06-19T22:00 | deadline=2026-06-21T22:00

      SCEL-000006948 | SCEL→SLLP | cant=2 | creado=2026-06-20T03:12 | deadline=2026-06-21T03:12

      SCEL-000006949 | SCEL→OJAI | cant=2 | creado=2026-06-20T03:26 | deadline=2026-06-22T03:26

      SCEL-000006950 | SCEL→SGAS | cant=1 | creado=2026-06-20T03:36 | deadline=2026-06-21T03:36

      SCEL-000006951 | SCEL→EKCH | cant=1 | creado=2026-06-20T03:46 | deadline=2026-06-22T03:46

      SCEL-000006952 | SCEL→LDZA | cant=1 | creado=2026-06-20T03:52 | deadline=2026-06-22T03:52

      SCEL-000006953 | SCEL→SABE | cant=1 | creado=2026-06-20T04:04 | deadline=2026-06-21T04:04

      SCEL-000006954 | SCEL→LBSF | cant=1 | creado=2026-06-20T04:13 | deadline=2026-06-22T04:13

      SCEL-000006955 | SCEL→EKCH | cant=1 | creado=2026-06-20T04:28 | deadline=2026-06-22T04:28

      SCEL-000006957 | SCEL→VIDP | cant=1 | creado=2026-06-20T04:44 | deadline=2026-06-22T04:44

      SCEL-000006958 | SCEL→OYSN | cant=1 | creado=2026-06-20T04:55 | deadline=2026-06-22T04:55

      SCEL-000006960 | SCEL→OOMS | cant=1 | creado=2026-06-20T05:17 | deadline=2026-06-22T05:17

      SCEL-000006961 | SCEL→EHAM | cant=1 | creado=2026-06-20T05:26 | deadline=2026-06-22T05:26

      SCEL-000006962 | SCEL→SPIM | cant=1 | creado=2026-06-20T05:32 | deadline=2026-06-21T05:32

      SCEL-000006964 | SCEL→OSDI | cant=1 | creado=2026-06-20T05:59 | deadline=2026-06-22T05:59

      SCEL-000006965 | SCEL→EHAM | cant=1 | creado=2026-06-20T06:09 | deadline=2026-06-22T06:09

      SCEL-000006966 | SCEL→OPKC | cant=1 | creado=2026-06-20T06:15 | deadline=2026-06-22T06:15

      SCEL-000006967 | SCEL→SBBR | cant=1 | creado=2026-06-20T06:28 | deadline=2026-06-21T06:28

      SCEL-000006968 | SCEL→OOMS | cant=1 | creado=2026-06-20T06:34 | deadline=2026-06-22T06:34

      SCEL-000006969 | SCEL→EHAM | cant=1 | creado=2026-06-20T06:47 | deadline=2026-06-22T06:47

      SCEL-000006970 | SCEL→VIDP | cant=1 | creado=2026-06-20T06:51 | deadline=2026-06-22T06:51

      SCEL-000006971 | SCEL→UBBB | cant=1 | creado=2026-06-20T07:06 | deadline=2026-06-22T07:06

      SCEL-000006972 | SCEL→SLLP | cant=1 | creado=2026-06-20T07:19 | deadline=2026-06-21T07:19

      SCEL-000006973 | SCEL→OPKC | cant=1 | creado=2026-06-20T07:27 | deadline=2026-06-22T07:27

      SCEL-000006974 | SCEL→OOMS | cant=1 | creado=2026-06-20T07:30 | deadline=2026-06-22T07:30

      SCEL-000006975 | SCEL→OSDI | cant=1 | creado=2026-06-20T07:43 | deadline=2026-06-22T07:43

      SCEL-000006976 | SCEL→OJAI | cant=1 | creado=2026-06-20T07:55 | deadline=2026-06-22T07:55

      SCEL-000006977 | SCEL→OOMS | cant=1 | creado=2026-06-20T08:03 | deadline=2026-06-22T08:03

      SCEL-000006979 | SCEL→UMMS | cant=1 | creado=2026-06-20T08:28 | deadline=2026-06-22T08:28

      SCEL-000006980 | SCEL→EDDI | cant=1 | creado=2026-06-20T08:36 | deadline=2026-06-22T08:36

      SCEL-000006981 | SCEL→OYSN | cant=1 | creado=2026-06-20T08:45 | deadline=2026-06-22T08:45

      SCEL-000006982 | SCEL→LOWW | cant=1 | creado=2026-06-20T08:59 | deadline=2026-06-22T08:59

      SCEL-000006983 | SCEL→OYSN | cant=1 | creado=2026-06-20T09:05 | deadline=2026-06-22T09:05

      SCEL-000006984 | SCEL→OPKC | cant=1 | creado=2026-06-20T09:18 | deadline=2026-06-22T09:18

      SCEL-000006985 | SCEL→EBCI | cant=1 | creado=2026-06-20T09:25 | deadline=2026-06-22T09:25

      SCEL-000006986 | SCEL→LATI | cant=1 | creado=2026-06-20T09:31 | deadline=2026-06-22T09:31

      SCEL-000006987 | SCEL→OSDI | cant=1 | creado=2026-06-20T09:49 | deadline=2026-06-22T09:49

      SCEL-000006988 | SCEL→LKPR | cant=1 | creado=2026-06-20T09:52 | deadline=2026-06-22T09:52

